Trip_ID,Driver_ID,Vehicle_ID,Trip_Date,Start_Time,End_Time,Duration_Min,Distance_KM,Avg_Speed_kmph,Max_Speed_kmph,Start_Latitude,Start_Longitude,End_Latitude,End_Longitude,start_ts,end_ts,duration_clock_min,telemetry_row_count,gps_path_km,speed_integral_km,telemetry_avg_speed_kmph,telemetry_max_speed_kmph,flag_overlap_driver,flag_overlap_vehicle,flag_non_primary_vehicle,flag_distance_vs_gps,flag_distance_vs_speed_integral,flag_has_gps_teleport,flag_has_speed_jump
T00100,D07,V07,2026-08-05,20:47:00,21:29:00,42,12.41,28.4,45.7,12.900148,77.618319,12.816045,77.614996,2026-08-05 20:47:00,2026-08-05 21:29:00,42.0,42,11.283997806901965,19.845000000000002,28.35,45.7,0,0,0,0,1,0,0
T00101,D07,V07,2026-08-04,20:09:00,20:34:00,25,14.96,27.1,44.1,12.90574,77.608754,12.960935,77.514644,2026-08-04 20:09:00,2026-08-04 20:34:00,25.0,25,13.464586477190219,11.311666666666667,27.148000000000003,44.1,1,1,0,0,1,0,0
T00102,D07,V07,2026-08-02,09:03:00,09:23:00,20,11.13,28.5,54.4,12.912821,77.619055,12.906313,77.691861,2026-08-02 09:03:00,2026-08-02 09:23:00,20.0,20,10.185818282682996,9.51,28.53,54.4,0,0,0,0,0,0,1
T00103,D07,V07,2026-08-01,21:57:00,22:33:00,36,23.1,30.2,47.4,12.905611,77.606489,12.867658,77.476654,2026-08-01 21:57:00,2026-08-01 22:33:00,36.0,36,20.358884572103186,18.108333333333334,30.180555555555557,47.4,0,0,0,0,1,0,0
T00104,D07,V07,2026-08-05,13:12:00,13:28:00,16,11.59,22.0,34.0,12.912592,77.620884,12.947014,77.661605,2026-08-05 13:12:00,2026-08-05 13:28:00,16.0,16,9.576503293842068,5.871666666666667,22.01875,34.0,0,0,0,0,1,0,0
T00105,D07,V07,2026-08-04,11:43:00,12:22:00,39,16.29,17.2,35.0,12.912863,77.62397,12.974639,77.701805,2026-08-04 11:43:00,2026-08-04 12:22:00,39.0,39,15.045316749614445,11.198333333333332,17.22820512820513,35.0,0,0,0,0,1,0,0
T00106,D08,V08,2026-08-01,10:37:00,11:14:00,37,10.51,26.5,46.3,12.930325,77.676112,12.910083,77.731446,2026-08-01 10:37:00,2026-08-01 11:14:00,37.0,37,9.48345304357377,16.361666666666668,26.532432432432433,46.3,0,0,0,0,1,0,0
T00107,D08,V08,2026-08-04,14:21:00,14:54:00,33,18.92,25.3,46.0,12.921304,77.66291,12.803496,77.641325,2026-08-04 14:21:00,2026-08-04 14:54:00,33.0,33,17.000087115459422,13.903333333333332,25.278787878787877,46.0,0,0,0,0,1,0,0
T00108,D08,V08,2026-08-03,20:01:00,20:40:00,39,21.96,21.9,36.9,12.922382,77.655621,12.773892,77.695688,2026-08-03 20:01:00,2026-08-03 20:40:00,39.0,39,19.833652467797563,14.215,21.869230769230768,36.9,0,0,0,0,1,0,0
T00109,D08,V08,2026-08-01,12:13:00,12:33:00,20,5.66,29.3,48.0,12.924887,77.6741,12.931233,77.712992,2026-08-01 12:13:00,2026-08-01 12:33:00,20.0,20,5.120264071834188,9.771666666666667,29.314999999999998,48.0,0,0,0,0,1,0,0
T00110,D08,V08,2026-08-05,09:47:00,10:18:00,31,9.94,20.5,36.4,12.915472,77.674387,12.918827,77.740199,2026-08-05 09:47:00,2026-08-05 10:18:00,31.0,31,8.861405348671033,10.608333333333333,20.532258064516128,36.4,0,0,0,0,0,0,0
T00111,D08,V08,2026-08-02,21:13:00,21:54:00,41,12.96,18.8,34.4,12.917386,77.663945,12.918198,77.723992,2026-08-02 21:13:00,2026-08-02 21:54:00,41.0,41,11.89742300837467,12.838333333333333,18.787804878048778,34.4,0,0,0,0,0,0,0
T00112,D08,V08,2026-08-02,14:50:00,15:06:00,16,8.37,29.0,39.8,12.922022,77.656516,12.869593,77.660418,2026-08-02 14:50:00,2026-08-02 15:06:00,16.0,16,6.9718826774891145,7.745,29.04375,39.8,0,0,0,0,0,0,0
T00113,D08,V08,2026-08-04,15:47:00,16:32:00,45,29.76,18.5,36.9,12.932051,77.642178,13.017894,77.461913,2026-08-04 15:47:00,2026-08-04 16:32:00,45.0,45,26.826185882047668,13.879999999999999,18.506666666666664,36.9,0,0,0,0,1,0,0
T00114,D08,V08,2026-08-03,11:45:00,12:25:00,40,14.46,20.3,40.3,12.918595,77.674148,12.883592,77.773478,2026-08-03 11:45:00,2026-08-03 12:25:00,40.0,40,13.164379579494836,13.535,20.302500000000002,40.3,0,0,0,0,0,0,0
T00115,D08,V08,2026-08-05,20:09:00,20:20:00,11,8.99,24.9,40.4,12.918453,77.670324,12.885359,77.659762,2026-08-05 20:09:00,2026-08-05 20:20:00,11.0,11,6.65718419778533,4.571666666666667,24.936363636363637,40.4,0,0,0,1,1,0,0
T00116,D08,V08,2026-08-05,15:29:00,15:49:00,20,19.44,25.8,39.8,12.929139,77.662586,13.003239,77.64435,2026-08-05 15:29:00,2026-08-05 15:49:00,20.0,20,16.59446847799552,8.593333333333334,25.78,39.8,0,0,0,0,1,0,0
T00117,D08,V08,2026-07-31,14:02:00,14:41:00,39,16.03,29.6,56.3,12.926428,77.669753,12.949424,77.766969,2026-07-31 14:02:00,2026-07-31 14:41:00,39.0,39,14.606797896230002,19.26833333333333,29.64358974358974,56.3,0,0,0,0,1,0,1
T00118,D08,V08,2026-08-01,07:53:00,08:09:00,16,11.92,26.6,36.6,12.922104,77.668151,12.968144,77.671947,2026-08-01 07:53:00,2026-08-01 08:09:00,16.0,16,9.794532091334649,7.081666666666666,26.55625,36.6,0,0,0,0,1,0,0
T00119,D08,V08,2026-08-06,16:41:00,17:16:00,35,12.23,27.6,47.3,12.930994,77.673118,12.938625,77.592727,2026-08-06 16:41:00,2026-08-06 17:16:00,35.0,35,11.655313919634072,16.113333333333333,27.622857142857143,47.3,0,0,0,0,1,0,0
T00120,D08,V08,2026-08-03,15:21:00,16:04:00,43,13.03,24.4,45.2,12.92925,77.651807,12.861827,77.66197,2026-08-03 15:21:00,2026-08-03 16:04:00,43.0,43,12.267424696254137,17.51833333333333,24.444186046511625,45.2,0,0,0,0,1,0,0
T00121,D09,V09,2026-08-04,08:20:00,08:33:00,13,12.7,23.5,29.4,12.923525,77.665391,12.97269,77.621626,2026-08-04 08:20:00,2026-08-04 08:33:00,13.0,13,9.235326241036704,5.096666666666667,23.523076923076925,29.4,0,0,0,1,1,0,0
T00122,D09,V09,2026-08-05,13:52:00,14:03:00,11,5.1,29.6,38.7,12.921047,77.657305,12.89526,77.657688,2026-08-05 13:52:00,2026-08-05 14:03:00,11.0,11,4.565918103509953,5.426666666666667,29.6,38.7,1,1,0,0,0,0,0
T00123,D09,V09,2026-08-01,18:50:00,19:33:00,43,18.24,20.7,31.0,12.919973,77.666579,12.816073,77.630234,2026-08-01 18:50:00,2026-08-01 19:33:00,43.0,43,16.28736707825653,14.860000000000001,20.734883720930235,31.0,0,0,0,0,1,0,0
T00124,D09,V09,2026-08-05,13:59:00,14:12:00,13,10.78,21.6,30.0,12.920551,77.664746,12.96219,77.638626,2026-08-05 13:59:00,2026-08-05 14:12:00,13.0,13,8.728196097164464,4.683333333333334,21.615384615384617,30.0,1,1,0,0,1,0,0
T00125,D09,V09,2026-08-01,14:04:00,14:18:00,14,6.35,23.2,30.4,12.920811,77.6648,12.880451,77.671833,2026-08-01 14:04:00,2026-08-01 14:18:00,14.0,14,5.448184073020074,5.42,23.228571428571428,30.4,0,0,0,0,0,0,0
T00126,D09,V09,2026-08-04,14:57:00,15:36:00,39,25.93,19.9,31.7,12.921443,77.666649,13.054875,77.719746,2026-08-04 14:57:00,2026-08-04 15:36:00,39.0,39,24.438959435702735,12.938333333333333,19.905128205128204,31.7,0,0,0,0,1,0,0
T00127,D09,V09,2026-08-05,20:06:00,20:32:00,26,17.56,24.1,34.7,12.924008,77.669603,12.824492,77.650542,2026-08-05 20:06:00,2026-08-05 20:32:00,26.0,26,14.899686098860803,10.441666666666666,24.096153846153847,34.7,0,0,0,0,1,0,0
T00128,D09,V09,2026-08-06,15:23:00,15:48:00,25,16.75,31.0,38.4,12.940697,77.655318,13.03416,77.639885,2026-08-06 15:23:00,2026-08-06 15:48:00,25.0,25,14.500597034872913,12.916666666666666,31.0,38.4,0,0,0,0,1,0,0
T00129,D09,V09,2026-08-02,16:58:00,17:32:00,34,26.33,27.7,38.7,12.92864,77.681957,12.803733,77.774139,2026-08-02 16:58:00,2026-08-02 17:32:00,34.0,34,23.62440455714025,15.695,27.697058823529414,38.7,0,0,0,0,1,0,0
T00130,D09,V09,2026-08-04,18:41:00,19:11:00,30,21.87,27.8,39.4,12.930019,77.673172,13.034768,77.734113,2026-08-04 18:41:00,2026-08-04 19:11:00,30.0,30,20.519392374857652,13.921666666666665,27.84333333333333,39.4,0,0,0,0,1,0,0
T00131,D09,V09,2026-08-01,12:14:00,12:48:00,34,12.8,24.2,30.0,12.919162,77.668147,12.845865,77.661146,2026-08-01 12:14:00,2026-08-01 12:48:00,34.0,34,11.553127653237777,13.703333333333335,24.18235294117647,30.0,0,0,0,0,0,0,0
T00132,D09,V09,2026-08-03,09:27:00,10:05:00,38,17.92,31.0,40.7,12.921463,77.662524,12.997483,77.581,2026-08-03 09:27:00,2026-08-03 10:05:00,38.0,38,16.34564905158699,19.631666666666668,30.997368421052634,40.7,0,0,0,0,0,0,0
T00133,D09,V09,2026-08-01,21:08:00,21:21:00,13,8.4,23.4,32.5,12.920817,77.654768,12.878874,77.634078,2026-08-01 21:08:00,2026-08-01 21:21:00,13.0,13,6.167111528849335,5.0616666666666665,23.361538461538462,32.5,0,0,0,1,1,0,0
T00134,D09,V09,2026-08-02,07:12:00,07:53:00,41,26.77,28.6,39.5,12.925389,77.665404,13.087191,77.630166,2026-08-02 07:12:00,2026-08-02 07:53:00,41.0,41,23.93427739463973,19.52,28.565853658536586,39.5,0,0,0,0,1,0,0
T00135,D09,V09,2026-08-06,19:46:00,20:08:00,22,12.36,29.3,38.0,12.919945,77.666638,12.883702,77.602429,2026-08-06 19:46:00,2026-08-06 20:08:00,22.0,22,11.166450967340433,10.733333333333333,29.272727272727273,38.0,0,0,0,0,0,0,0
T00136,D10,V10,2026-08-02,11:32:00,12:09:00,37,18.61,21.5,38.9,13.019204,77.539861,13.0881,77.432752,2026-08-02 11:32:00,2026-08-02 12:09:00,37.0,37,17.836689653287117,13.246666666666666,21.48108108108108,38.9,0,0,0,0,1,0,0
T00137,D10,V10,2026-08-03,12:47:00,13:29:00,42,21.89,17.8,39.7,13.037725,77.549602,12.994584,77.447422,2026-08-03 12:47:00,2026-08-03 13:29:00,42.0,42,19.85278361956609,12.491666666666667,17.845238095238095,39.7,0,0,0,0,1,0,0
T00138,D10,V10,2026-08-01,09:51:00,10:30:00,39,25.16,16.9,34.8,13.023569,77.552109,12.907746,77.453621,2026-08-01 09:51:00,2026-08-01 10:30:00,39.0,39,23.331321053321428,10.953333333333335,16.851282051282052,34.8,1,1,0,0,1,0,0
T00139,D10,V10,2026-08-05,21:39:00,21:54:00,15,7.31,21.2,31.6,13.026567,77.558053,13.058243,77.586517,2026-08-05 21:39:00,2026-08-05 21:54:00,15.0,15,6.356489270102198,5.295,21.18,31.6,0,0,0,0,0,0,0
T00140,D10,V10,2026-08-01,09:30:00,09:43:00,13,5.75,20.5,36.6,13.034071,77.556496,13.0312,77.593538,2026-08-01 09:30:00,2026-08-01 09:43:00,13.0,13,4.54269918057616,4.444999999999999,20.515384615384615,36.6,0,0,0,1,0,0,0
T00141,D10,V10,2026-08-03,18:58:00,19:24:00,26,16.08,19.8,38.4,13.036739,77.557512,13.098571,77.631092,2026-08-03 18:58:00,2026-08-03 19:24:00,26.0,26,14.993265464830861,8.58,19.799999999999997,38.4,0,0,0,0,1,0,0
T00142,D10,V10,2026-08-01,16:45:00,17:15:00,30,11.83,19.1,33.8,13.013713,77.554129,13.055986,77.496387,2026-08-01 16:45:00,2026-08-01 17:15:00,30.0,30,10.434677935820918,9.565,19.13,33.8,0,0,0,0,0,0,0
T00143,D10,V10,2026-08-06,13:25:00,14:05:00,40,18.61,23.2,38.2,13.020941,77.55605,13.044644,77.665617,2026-08-06 13:25:00,2026-08-06 14:05:00,40.0,40,17.108240920055273,15.491666666666667,23.2375,38.2,0,0,0,0,1,0,0
T00144,D10,V10,2026-08-01,20:36:00,21:16:00,40,5.92,16.9,34.2,13.020303,77.567316,13.039952,77.592279,2026-08-01 20:36:00,2026-08-01 21:16:00,40.0,40,5.671616205020951,11.270000000000001,16.905,34.2,0,0,0,0,1,0,0
T00145,D10,V10,2026-08-04,16:53:00,17:29:00,36,8.56,21.1,41.0,13.03511,77.548442,12.993921,77.585221,2026-08-04 16:53:00,2026-08-04 17:29:00,36.0,36,7.949353961297393,12.663333333333332,21.105555555555554,41.0,0,0,0,0,1,0,0
T00146,D10,V10,2026-07-31,09:59:00,10:28:00,29,15.6,26.6,46.6,13.032879,77.554524,13.116231,77.48262,2026-07-31 09:59:00,2026-07-31 10:28:00,29.0,29,14.125385383837495,12.835,26.555172413793105,46.6,0,0,0,0,0,0,0
T00147,D10,V10,2026-08-05,10:51:00,11:22:00,31,8.73,28.2,48.4,13.024458,77.56537,12.970543,77.580961,2026-08-05 10:51:00,2026-08-05 11:22:00,31.0,31,7.720986585607551,14.546666666666665,28.154838709677417,48.4,0,0,0,0,1,0,0
T00148,D10,V10,2026-08-05,14:33:00,14:46:00,13,3.01,18.1,25.2,13.023262,77.556488,13.036941,77.546436,2026-08-05 14:33:00,2026-08-05 14:46:00,13.0,13,2.59077300622291,3.92,18.092307692307692,25.2,0,0,0,0,0,0,0
T00149,D10,V10,2026-08-01,09:55:00,10:39:00,44,16.59,18.3,35.3,13.025819,77.551271,13.108401,77.479659,2026-08-01 09:55:00,2026-08-01 10:39:00,44.0,44,15.305775984579398,13.421666666666665,18.302272727272726,35.3,1,1,0,0,1,0,0
T00150,D10,V10,2026-08-02,13:40:00,14:15:00,35,19.61,32.8,56.7,13.015819,77.555721,13.067758,77.657132,2026-08-02 13:40:00,2026-08-02 14:15:00,35.0,35,17.67182651005792,19.138333333333332,32.808571428571426,56.7,0,0,0,0,0,0,0
T00151,D11,V11,2026-08-02,06:30:00,07:07:00,37,15.79,23.3,33.3,13.02644,77.558001,13.052452,77.658314,2026-08-02 06:30:00,2026-08-02 07:07:00,37.0,37,14.32752517628022,14.353333333333333,23.27567567567568,33.3,0,0,0,0,0,0,0
T00152,D11,V11,2026-08-05,15:22:00,15:33:00,11,5.72,18.4,23.1,13.037846,77.557384,13.06746,77.572028,2026-08-05 15:22:00,2026-08-05 15:33:00,11.0,11,4.7348313525076,3.368333333333333,18.37272727272727,23.1,0,0,0,0,0,0,0
T00153,D11,V11,2026-08-03,09:26:00,09:39:00,13,6.87,31.3,37.7,13.032724,77.554277,13.051315,77.521983,2026-08-03 09:26:00,2026-08-03 09:39:00,13.0,13,6.02799659663314,6.785,31.315384615384616,37.7,0,0,0,0,0,0,0
T00154,D11,V11,2026-07-31,07:56:00,08:29:00,33,11.89,29.4,36.6,13.035091,77.557352,13.115708,77.572675,2026-07-31 07:56:00,2026-07-31 08:29:00,33.0,33,11.0251807470542,16.186666666666667,29.430303030303033,36.6,1,1,0,0,1,0,0
T00155,D11,V11,2026-08-04,19:56:00,20:29:00,33,13.31,29.9,38.0,13.033932,77.557784,13.096976,77.481566,2026-08-04 19:56:00,2026-08-04 20:29:00,33.0,33,12.125913072571887,16.423333333333332,29.86060606060606,38.0,0,0,0,0,1,0,0
T00156,D11,V11,2026-08-04,15:01:00,15:33:00,32,14.27,22.6,31.9,13.034218,77.54784,13.073306,77.467251,2026-08-04 15:01:00,2026-08-04 15:33:00,32.0,32,13.04390029192342,12.033333333333333,22.5625,31.9,0,0,0,0,0,0,0
T00157,D11,V11,2026-08-04,06:54:00,07:21:00,27,16.74,27.2,39.1,13.033643,77.557989,13.126702,77.603995,2026-08-04 06:54:00,2026-08-04 07:21:00,27.0,27,15.444392771107056,12.261666666666667,27.24814814814815,39.1,0,0,0,0,1,0,0
T00158,D11,V11,2026-07-31,08:28:00,09:05:00,37,21.35,28.1,39.9,13.026352,77.561344,12.881033,77.498735,2026-07-31 08:28:00,2026-07-31 09:05:00,37.0,37,19.785257643472463,17.348333333333336,28.132432432432434,39.9,1,1,0,0,1,0,0
T00159,D11,V11,2026-07-31,07:55:00,08:07:00,12,18.95,24.1,38.9,13.019076,77.557328,13.036121,77.525425,2026-07-31 07:55:00,2026-07-31 08:07:00,12.0,12,15.715824706333928,4.821666666666667,24.108333333333334,38.9,1,1,0,1,1,1,0
T00160,D11,V11,2026-07-31,06:30:00,06:55:00,25,13.77,30.8,39.3,13.030971,77.563731,13.068702,77.623941,2026-07-31 06:30:00,2026-07-31 06:55:00,25.0,25,12.601035222346262,12.848333333333333,30.836,39.3,0,0,0,0,0,0,0
T00161,D11,V11,2026-08-04,12:57:00,13:14:00,17,10.55,16.0,26.6,13.025681,77.562124,13.00995,77.614627,2026-08-04 12:57:00,2026-08-04 13:14:00,17.0,17,9.38120183623531,4.531666666666666,15.994117647058822,26.6,0,0,0,0,1,0,0
T00162,D11,V11,2026-08-01,16:02:00,16:13:00,11,6.22,28.3,37.0,13.020175,77.555691,12.993761,77.524578,2026-08-01 16:02:00,2026-08-01 16:13:00,11.0,11,4.91687355018347,5.181666666666667,28.263636363636362,37.0,0,0,0,1,0,0,0
T00163,D11,V11,2026-08-05,20:43:00,21:13:00,30,19.31,18.0,27.4,13.029538,77.560931,13.118667,77.638556,2026-08-05 20:43:00,2026-08-05 21:13:00,30.0,30,17.865835753077302,8.976666666666667,17.953333333333333,27.4,0,0,0,0,1,0,0
T00164,D11,V11,2026-08-01,20:15:00,20:26:00,11,4.73,24.3,32.2,13.026606,77.543702,13.00988,77.522672,2026-08-01 20:15:00,2026-08-01 20:26:00,11.0,11,3.721954355125758,4.463333333333334,24.345454545454547,32.2,0,0,0,1,0,0,0
T00165,D11,V11,2026-08-04,09:34:00,10:02:00,28,17.96,27.4,41.6,13.037191,77.557461,13.126913,77.634006,2026-08-04 09:34:00,2026-08-04 10:02:00,28.0,28,16.168941358907333,12.768333333333334,27.360714285714288,41.6,0,0,0,0,1,0,0
T00166,D12,V12,2026-07-31,11:57:00,12:33:00,36,12.8,24.1,47.7,12.907239,77.634802,12.833423,77.667411,2026-07-31 11:57:00,2026-07-31 12:33:00,36.0,36,11.502600727300797,14.475,24.125,47.7,0,0,0,0,0,0,0
T00167,D12,V12,2026-08-06,15:50:00,16:03:00,13,7.07,25.2,64.5,12.912429,77.651822,12.902772,77.679672,2026-08-06 15:50:00,2026-08-06 16:03:00,13.0,13,5.740271045580455,5.453333333333333,25.16923076923077,64.5,0,0,0,0,0,0,0
T00168,D12,V12,2026-08-03,19:12:00,19:51:00,39,19.61,14.3,46.5,12.902285,77.648511,12.902215,77.772327,2026-08-03 19:12:00,2026-08-03 19:51:00,39.0,39,18.140368442773642,9.275,14.26923076923077,46.5,0,0,0,0,1,0,0
T00169,D12,V12,2026-08-01,09:39:00,09:55:00,16,5.81,25.6,54.6,12.915855,77.637972,12.888629,77.633904,2026-08-01 09:39:00,2026-08-01 09:55:00,16.0,16,4.308333902854848,6.819999999999999,25.575,54.6,0,0,0,1,0,0,0
T00170,D12,V12,2026-08-04,07:10:00,07:54:00,44,13.13,27.7,51.0,12.92005,77.63839,12.998809,77.598084,2026-08-04 07:10:00,2026-08-04 07:54:00,44.0,44,12.040010335862094,20.295,27.675,51.0,0,0,0,0,1,0,0
T00171,D12,V12,2026-08-01,16:10:00,16:25:00,15,6.54,30.3,48.9,12.905142,77.632383,12.875841,77.608108,2026-08-01 16:10:00,2026-08-01 16:25:00,15.0,15,5.119235518738439,7.576666666666666,30.306666666666665,48.9,0,0,0,1,0,0,0
T00172,D12,V12,2026-08-02,15:37:00,15:59:00,22,10.84,21.0,48.7,12.924765,77.632972,12.879149,77.675555,2026-08-02 15:37:00,2026-08-02 15:59:00,22.0,22,9.201490746096722,7.6850000000000005,20.95909090909091,48.7,0,0,0,0,1,0,0
T00173,D12,V12,2026-07-31,14:07:00,14:22:00,15,7.81,29.8,45.4,12.900603,77.648248,12.853517,77.658568,2026-07-31 14:07:00,2026-07-31 14:22:00,15.0,15,6.882814056289703,7.4383333333333335,29.753333333333334,45.4,0,0,0,0,0,0,0
T00174,D12,V12,2026-08-03,09:25:00,09:52:00,27,12.44,24.7,53.1,12.912703,77.638068,12.962537,77.675493,2026-08-03 09:25:00,2026-08-03 09:52:00,27.0,27,10.551053962445959,11.115,24.7,53.1,0,0,0,0,0,0,1
T00175,D12,V12,2026-08-03,17:18:00,17:31:00,13,16.02,24.1,34.8,12.921661,77.644346,12.869531,77.622107,2026-08-03 17:18:00,2026-08-03 17:31:00,13.0,13,14.147064184644384,5.23,24.138461538461538,34.8,0,0,0,0,1,0,0
T00176,D12,V12,2026-08-02,10:52:00,11:02:00,10,9.34,25.6,40.7,12.923217,77.651595,12.888484,77.690547,2026-08-02 10:52:00,2026-08-02 11:02:00,10.0,10,7.425821077603661,4.275,25.65,40.7,0,0,0,1,1,0,0
T00177,D12,V12,2026-08-02,20:50:00,21:10:00,20,13.08,25.3,46.2,12.916209,77.635046,12.837508,77.623532,2026-08-02 20:50:00,2026-08-02 21:10:00,20.0,20,11.376992434328901,8.42,25.259999999999998,46.2,0,0,0,0,1,0,0
T00178,D12,V12,2026-08-03,12:43:00,13:24:00,41,10.35,17.6,52.4,12.924683,77.64846,12.916605,77.725108,2026-08-03 12:43:00,2026-08-03 13:24:00,41.0,41,9.613041286502117,12.018333333333334,17.587804878048782,52.4,0,0,0,0,0,0,1
T00179,D12,V12,2026-08-02,10:20:00,10:41:00,21,9.38,34.7,63.7,12.911086,77.649144,12.855705,77.639112,2026-08-02 10:20:00,2026-08-02 10:41:00,21.0,21,7.39521858209288,12.139999999999999,34.68571428571428,63.7,0,0,0,1,0,0,0
T00180,D12,V12,2026-08-05,15:35:00,16:03:00,28,14.63,22.3,48.8,12.908593,77.651142,12.862107,77.72746,2026-08-05 15:35:00,2026-08-05 16:03:00,28.0,28,12.477226534303732,10.401666666666667,22.289285714285715,48.8,0,0,0,0,1,0,0
T00181,D13,V13,2026-08-06,12:49:00,13:30:00,41,13.59,23.1,40.7,12.843509,77.660291,12.925389,77.662004,2026-08-06 12:49:00,2026-08-06 13:30:00,41.0,41,12.086495749543005,15.766666666666667,23.073170731707318,40.7,0,0,0,0,0,0,0
T00182,D13,V13,2026-07-31,15:34:00,16:09:00,35,17.59,16.9,32.2,12.861791,77.64835,12.851494,77.558113,2026-07-31 15:34:00,2026-07-31 16:09:00,35.0,35,15.275251462734436,9.875,16.928571428571427,32.2,0,0,0,0,1,0,0
T00183,D13,V13,2026-07-31,12:01:00,12:26:00,25,13.92,17.5,31.7,12.835643,77.657248,12.772025,77.598573,2026-07-31 12:01:00,2026-07-31 12:26:00,25.0,25,12.074713588908065,7.306666666666667,17.535999999999998,31.7,0,0,0,0,1,0,0
T00184,D13,V13,2026-08-03,14:42:00,15:09:00,27,13.15,26.8,43.8,12.846253,77.66875,12.933873,77.607593,2026-08-03 14:42:00,2026-08-03 15:09:00,27.0,27,11.99200122787428,12.041666666666666,26.75925925925926,43.8,0,0,0,0,0,0,0
T00185,D13,V13,2026-08-02,21:03:00,21:35:00,32,14.95,26.5,40.9,12.854774,77.670693,12.866735,77.601232,2026-08-02 21:03:00,2026-08-02 21:35:00,32.0,32,13.77577391971938,14.158333333333333,26.546875,40.9,0,0,0,0,0,0,0
T00186,D13,V13,2026-08-04,20:38:00,21:18:00,40,15.28,32.9,61.8,12.83645,77.661091,12.762122,77.599756,2026-08-04 20:38:00,2026-08-04 21:18:00,40.0,40,14.249826171299416,21.90666666666667,32.86,61.8,0,0,0,0,1,0,1
T00187,D13,V13,2026-08-03,14:12:00,14:24:00,12,5.61,19.0,34.1,12.843399,77.65597,12.824052,77.636218,2026-08-03 14:12:00,2026-08-03 14:24:00,12.0,12,4.230265168185444,3.795,18.974999999999998,34.1,0,0,0,1,0,0,0
T00188,D13,V13,2026-08-06,11:26:00,11:47:00,21,7.91,27.2,47.2,12.847513,77.658233,12.881023,77.683157,2026-08-06 11:26:00,2026-08-06 11:47:00,21.0,21,6.922073479541254,9.508333333333333,27.166666666666668,47.2,0,0,0,0,0,0,0
T00189,D13,V13,2026-08-06,10:57:00,11:23:00,26,10.33,20.9,40.2,12.840657,77.654786,12.815806,77.715444,2026-08-06 10:57:00,2026-08-06 11:23:00,26.0,26,9.18108016848012,9.07,20.930769230769233,40.2,0,0,0,0,0,0,0
T00190,D13,V13,2026-07-31,14:40:00,14:54:00,14,11.21,34.6,40.9,12.852694,77.660395,12.860815,77.609659,2026-07-31 14:40:00,2026-07-31 14:54:00,14.0,14,8.562499922067694,8.073333333333332,34.6,40.9,0,0,0,1,1,0,0
T00191,D13,V13,2026-08-03,10:07:00,10:29:00,22,9.64,21.6,43.0,12.856634,77.652665,12.914172,77.684115,2026-08-03 10:07:00,2026-08-03 10:29:00,22.0,22,8.213579325612498,7.9366666666666665,21.645454545454545,43.0,0,0,0,0,0,0,0
T00192,D13,V13,2026-08-02,07:44:00,08:29:00,45,27.12,28.7,48.6,12.845571,77.659142,13.000259,77.697442,2026-08-02 07:44:00,2026-08-02 08:29:00,45.0,45,25.32588130463228,21.508333333333333,28.677777777777777,48.6,0,0,0,0,1,0,0
T00193,D13,V13,2026-08-02,15:42:00,16:10:00,28,13.45,23.2,37.3,12.840561,77.659899,12.923922,77.669599,2026-08-02 15:42:00,2026-08-02 16:10:00,28.0,28,11.903833167848592,10.806666666666667,23.157142857142855,37.3,0,0,0,0,0,0,0
T00194,D13,V13,2026-08-04,17:58:00,18:24:00,26,17.99,17.7,34.6,12.846844,77.644115,12.918292,77.562067,2026-08-04 17:58:00,2026-08-04 18:24:00,26.0,26,15.698290346184065,7.665,17.68846153846154,34.6,0,0,0,0,1,0,0
T00195,D13,V13,2026-07-31,07:23:00,08:00:00,37,9.88,27.8,47.6,12.8472,77.65508,12.820344,77.716671,2026-07-31 07:23:00,2026-07-31 08:00:00,37.0,37,9.251030490838298,17.165000000000003,27.835135135135136,47.6,0,0,0,0,1,0,0
T00196,D14,V14,2026-07-31,14:57:00,15:30:00,33,5.98,22.6,63.1,12.991452,77.558567,13.018921,77.570669,2026-07-31 14:57:00,2026-07-31 15:30:00,33.0,33,5.345390091893917,12.448333333333332,22.633333333333333,63.1,1,1,0,0,1,0,1
T00197,D14,V14,2026-08-05,15:38:00,15:48:00,10,4.83,26.7,58.6,12.976299,77.549053,12.989654,77.521908,2026-08-05 15:38:00,2026-08-05 15:48:00,10.0,10,3.562758262018734,4.448333333333333,26.689999999999998,58.6,0,0,0,1,0,0,1
T00198,D14,V14,2026-08-02,10:51:00,11:25:00,34,8.37,19.5,51.1,12.987831,77.553162,12.948488,77.593716,2026-08-02 10:51:00,2026-08-02 11:25:00,34.0,34,7.92053426555869,11.043333333333333,19.488235294117647,51.1,0,0,0,0,0,0,0
T00199,D14,V14,2026-08-01,21:36:00,21:46:00,10,2.67,25.3,43.6,12.996729,77.551289,13.010541,77.542035,2026-08-01 21:36:00,2026-08-01 21:46:00,10.0,10,2.122522504398816,4.221666666666667,25.330000000000002,43.6,0,0,0,1,0,0,0
T00200,D14,V14,2026-08-01,08:51:00,09:21:00,30,16.72,23.4,57.9,12.98065,77.565913,12.861059,77.577348,2026-08-01 08:51:00,2026-08-01 09:21:00,30.0,30,14.571862224990868,11.708333333333334,23.416666666666668,57.9,0,0,0,0,1,0,1
