Trip_ID,Driver_ID,Vehicle_ID,Timestamp,Latitude,Longitude,Speed_kmph,Accel_X_g,Accel_Y_g,Accel_Z_g,Gyro_X_dps,Gyro_Y_dps,Gyro_Z_dps,timestamp_gap_s,gps_step_km,speed_delta_kmph,flag_gps_wgs84_invalid,flag_speed_out_of_range,flag_gps_teleport,flag_speed_jump,flag_accel_outlier,flag_gyro_outlier,flag_timestamp_gap_irregular
T00020,D02,V02,2026-08-05 08:26:00,12.916836,77.573673,28.1,-0.193,0.008,1.069,-1.65,-0.6,1.75,60.0,0.24035282482240705,23.1,0,0,0,0,0,0,0
T00020,D02,V02,2026-08-05 08:27:00,12.915185,77.573646,18.4,-0.007,-0.019,1.718,-12.91,-1.11,1.84,60.0,0.18360614497171007,9.700000000000003,0,0,0,0,0,0,0
T00020,D02,V02,2026-08-05 08:28:00,12.912333,77.573046,32.3,-0.053,0.029,1.076,2.66,-0.72,-1.48,60.0,0.3237266796114953,13.899999999999999,0,0,0,0,0,0,0
T00020,D02,V02,2026-08-05 08:29:00,12.911781,77.571979,36.1,-0.001,-0.007,1.061,-0.79,1.26,0.36,60.0,0.13092444491479868,3.8000000000000043,0,0,0,0,0,0,0
T00021,D02,V02,2026-08-01 16:19:00,12.923982,77.628617,19.1,-0.016,-0.076,0.914,-0.74,-0.64,-1.23,,,,0,0,0,0,0,0,0
T00021,D02,V02,2026-08-01 16:20:00,12.922199,77.622307,25.4,0.031,-0.087,0.971,3.1,-0.65,-0.11,60.0,0.7120274076506221,6.299999999999997,0,0,0,0,0,0,0
T00021,D02,V02,2026-08-01 16:21:00,12.920215,77.620874,12.5,0.055,0.016,1.004,4.06,2.42,0.61,60.0,0.2697953462661953,12.899999999999999,0,0,0,0,0,0,0
T00021,D02,V02,2026-08-01 16:22:00,12.916462,77.623279,17.4,0.024,0.118,1.121,0.41,0.49,-0.61,60.0,0.4920290489042014,4.899999999999999,0,0,0,0,0,0,0
T00021,D02,V02,2026-08-01 16:23:00,12.912406,77.625682,18.4,0.037,0.041,1.004,0.42,-2.42,-1.79,60.0,0.5208044584945648,1.0,0,0,0,0,0,0,0
T00021,D02,V02,2026-08-01 16:24:00,12.90737,77.628847,23.2,-0.024,-0.164,0.971,-3.61,0.06,3.28,60.0,0.6566952804717393,4.800000000000001,0,0,0,0,0,0,0
T00021,D02,V02,2026-08-01 16:25:00,12.903679,77.631081,16.8,-0.067,0.1,1.024,-4.49,-1.51,-1.65,60.0,0.4765229381133888,6.399999999999999,0,0,0,0,0,0,0
T00021,D02,V02,2026-08-01 16:26:00,12.897263,77.635016,29.4,0.036,-0.011,1.066,-1.11,-0.12,2.32,60.0,0.831195890721387,12.599999999999998,0,0,0,0,0,0,0
T00021,D02,V02,2026-08-01 16:27:00,12.896556,77.635455,3.2,0.095,-0.058,0.995,-0.66,-0.27,-7.06,60.0,0.091893655735476,26.2,0,0,0,0,0,0,0
T00021,D02,V02,2026-08-01 16:28:00,12.889218,77.639966,33.6,0.044,-0.005,0.906,-0.37,2.8,0.36,60.0,0.9512350757071849,30.400000000000002,0,0,0,0,0,0,0
T00021,D02,V02,2026-08-01 16:29:00,12.88475,77.642713,20.5,0.025,0.049,1.035,3.46,-1.17,-3.67,60.0,0.5792143730261056,13.100000000000001,0,0,0,0,0,0,0
T00021,D02,V02,2026-08-01 16:30:00,12.883961,77.643199,3.6,-0.04,0.091,0.921,-2.39,0.28,-2.26,60.0,0.10233394814551208,16.9,0,0,0,0,0,0,0
T00021,D02,V02,2026-08-01 16:31:00,12.88379,77.643304,0.8,0.027,0.069,0.906,1.04,-0.82,0.07,60.0,0.022160414312389815,2.8,0,0,0,0,0,0,0
T00021,D02,V02,2026-08-01 16:32:00,12.877755,77.647013,27.7,0.049,-0.195,0.902,0.44,0.31,1.39,60.0,0.7822803921789454,26.9,0,0,0,0,0,0,0
T00021,D02,V02,2026-08-01 16:33:00,12.875346,77.648901,11.9,-0.102,0.02,0.952,-0.32,-0.9,1.62,60.0,0.33710224014374673,15.799999999999999,0,0,0,0,0,0,0
T00021,D02,V02,2026-08-01 16:34:00,12.869102,77.654068,31.5,-0.158,-0.06,0.997,-0.95,-0.43,1.15,60.0,0.8920606540546326,19.6,0,0,0,0,0,0,0
T00021,D02,V02,2026-08-01 16:35:00,12.863972,77.658145,25.5,0.065,0.043,1.075,2.81,0.11,-3.0,60.0,0.7216079721160693,6.0,0,0,0,0,0,0,0
T00021,D02,V02,2026-08-01 16:36:00,12.857738,77.663102,31.0,0.12,-0.012,1.669,-4.5,4.99,-0.29,60.0,0.8770821884675927,5.5,0,0,0,0,0,0,0
T00021,D02,V02,2026-08-01 16:37:00,12.855883,77.664574,9.2,-0.099,-0.116,1.027,0.74,-0.06,-4.38,60.0,0.260787661996548,21.8,0,0,0,0,0,0,0
T00021,D02,V02,2026-08-01 16:38:00,12.850186,77.669116,28.4,0.012,0.082,0.945,2.84,0.09,2.18,60.0,0.8023368560064736,19.2,0,0,0,0,0,0,0
T00021,D02,V02,2026-08-01 16:39:00,12.847854,77.67097,11.6,-0.025,0.285,0.897,-3.36,-3.45,52.7,60.0,0.32808252436564445,16.799999999999997,0,0,0,0,0,0,0
T00021,D02,V02,2026-08-01 16:40:00,12.844302,77.673768,17.6,-0.168,0.011,1.463,8.32,8.99,-3.13,60.0,0.49800576800791924,6.000000000000002,0,0,0,0,0,0,0
T00021,D02,V02,2026-08-01 16:41:00,12.83904,77.677771,25.8,0.088,0.032,1.012,-0.7,2.27,3.33,60.0,0.7284845600250691,8.2,0,0,0,0,0,0,0
T00021,D02,V02,2026-08-01 16:42:00,12.836616,77.679121,10.9,0.096,0.056,1.024,-0.18,-2.51,-0.34,60.0,0.3067106063481822,14.9,0,0,0,0,0,0,0
T00021,D02,V02,2026-08-01 16:43:00,12.83288,77.680472,15.6,0.044,-0.044,0.905,1.37,-3.35,-0.24,60.0,0.44048955376636717,4.699999999999999,0,0,0,0,0,0,0
T00021,D02,V02,2026-08-01 16:44:00,12.830664,77.681152,9.1,-0.02,-0.041,0.873,-1.15,1.6,2.59,60.0,0.2572005898059401,6.5,0,0,0,0,0,0,0
T00021,D02,V02,2026-08-01 16:45:00,12.824742,77.683804,25.6,0.092,0.276,0.966,-2.3,1.89,44.06,60.0,0.7185335468898384,16.5,0,0,0,0,0,0,0
T00021,D02,V02,2026-08-01 16:46:00,12.82215,77.686126,13.5,0.557,0.128,0.951,2.89,2.93,-3.75,60.0,0.3826874789996705,12.100000000000001,0,0,0,0,0,0,0
T00021,D02,V02,2026-08-01 16:47:00,12.818366,77.689597,20.0,-0.098,-0.072,0.932,3.15,0.99,3.59,60.0,0.5645078740371685,6.5,0,0,0,0,0,0,0
T00021,D02,V02,2026-08-01 16:48:00,12.813729,77.693292,23.1,-0.04,-0.044,1.059,2.54,1.78,2.6,60.0,0.6529613706818,3.1000000000000014,0,0,0,0,0,0,0
T00021,D02,V02,2026-08-01 16:49:00,12.809264,77.696848,22.2,-0.035,0.094,0.9,-1.0,-3.75,1.56,60.0,0.6286162410723612,0.9000000000000021,0,0,0,0,0,0,0
T00021,D02,V02,2026-08-01 16:50:00,12.80496,77.7003,21.5,0.029,0.013,1.004,1.23,1.79,0.62,60.0,0.607567939371342,0.6999999999999993,0,0,0,0,0,0,0
T00021,D02,V02,2026-08-01 16:51:00,12.802458,77.705065,21.5,-0.06,-0.048,0.949,3.23,2.11,-3.28,60.0,0.5868115279913283,0.0,0,0,0,0,0,0,0
T00021,D02,V02,2026-08-01 16:52:00,12.800125,77.705542,9.5,0.069,0.023,0.908,-0.74,-0.83,2.3,60.0,0.2645235414449708,12.0,0,0,0,0,0,0,0
T00021,D02,V02,2026-08-01 16:53:00,12.795682,77.706632,18.0,-0.083,-0.036,0.911,-0.42,0.73,-0.17,60.0,0.5079801382700703,8.5,0,0,0,0,0,0,0
T00021,D02,V02,2026-08-01 16:54:00,12.790327,77.705675,21.4,0.009,-0.036,0.955,-2.34,-2.24,3.29,60.0,0.6044236386747377,3.3999999999999986,0,0,0,0,0,0,0
T00021,D02,V02,2026-08-01 16:55:00,12.785935,77.703201,20.5,0.036,-0.094,1.094,-1.31,-4.48,-1.99,60.0,0.5572015603702509,0.8999999999999986,0,0,0,0,0,0,0
T00021,D02,V02,2026-08-01 16:56:00,12.785514,77.703168,1.7,0.059,0.054,1.05,0.21,-2.24,48.73,60.0,0.04694963532125475,18.8,0,0,0,0,0,0,0
T00021,D02,V02,2026-08-01 16:57:00,12.784185,77.703268,5.3,-0.236,0.011,1.031,2.96,-0.4,-0.81,60.0,0.14817537802023734,3.5999999999999996,0,0,0,0,0,0,0
T00021,D02,V02,2026-08-01 16:58:00,12.778511,77.698673,36.3,0.532,0.135,0.965,1.05,-1.45,0.79,60.0,0.8039548039588427,30.999999999999996,0,0,0,0,0,0,0
T00021,D02,V02,2026-08-01 16:59:00,12.779904,77.692656,25.3,0.148,0.153,1.046,-1.98,-1.13,1.12,60.0,0.6706203623072079,10.999999999999996,0,0,0,0,0,0,0
T00021,D02,V02,2026-08-01 17:00:00,12.779557,77.688005,17.9,-0.007,0.266,0.965,-2.59,-0.65,-1.88,60.0,0.5058299200177415,7.400000000000002,0,0,0,0,0,0,0
T00021,D02,V02,2026-08-01 17:01:00,12.777608,77.679163,35.9,-0.045,0.09,1.066,2.1,-1.33,1.84,60.0,0.983020815007581,18.0,0,0,0,0,0,0,0
T00021,D02,V02,2026-08-01 17:02:00,12.774751,77.675226,26.3,-0.131,0.093,0.955,-2.15,-1.04,-0.99,60.0,0.5321627431858424,9.599999999999998,0,0,0,0,0,0,0
T00021,D02,V02,2026-08-01 17:03:00,12.774728,77.67524,0.1,0.068,-0.02,0.872,-3.14,-2.41,0.37,60.0,0.00297416163706675,26.2,0,0,0,0,0,0,0
T00022,D02,V02,2026-08-02 17:16:00,12.918688,77.642154,21.4,0.155,-0.097,0.977,-0.54,1.75,-1.09,,,,0,0,0,0,0,0,0
T00022,D02,V02,2026-08-02 17:17:00,12.920502,77.643551,19.9,-0.105,0.223,0.985,-1.92,-0.62,3.61,60.0,0.25221021651267034,1.5,0,0,0,0,0,0,0
T00022,D02,V02,2026-08-02 17:18:00,12.923405,77.646366,35.1,-0.192,-0.045,1.104,-2.82,4.19,-2.85,60.0,0.44415885056540516,15.200000000000003,0,0,0,0,0,0,0
T00022,D02,V02,2026-08-02 17:19:00,12.924358,77.64813,17.4,0.012,-0.061,0.898,-1.63,-2.3,-0.84,60.0,0.21858363653868507,17.700000000000003,0,0,0,0,0,0,0
T00022,D02,V02,2026-08-02 17:20:00,12.924539,77.650091,16.9,0.024,0.087,1.443,-2.76,11.61,-3.76,60.0,0.213479897898477,0.5,0,0,0,0,0,0,0
T00022,D02,V02,2026-08-02 17:21:00,12.924036,77.65327,27.6,0.024,0.075,0.89,-0.13,1.62,-3.22,60.0,0.34904391370077303,10.700000000000003,0,0,0,0,0,0,0
T00022,D02,V02,2026-08-02 17:22:00,12.923385,77.656099,24.9,0.082,-0.209,0.924,-0.08,-0.15,-0.39,60.0,0.31503139485407117,2.700000000000003,0,0,0,0,0,0,0
T00022,D02,V02,2026-08-02 17:23:00,12.922323,77.659167,27.8,-0.072,-0.096,0.874,1.05,-3.56,2.82,60.0,0.352852560825299,2.900000000000002,0,0,0,0,0,0,0
T00022,D02,V02,2026-08-02 17:24:00,12.921454,77.66223,27.3,-0.045,-0.099,0.878,0.7,-0.01,2.1,60.0,0.34574230564663955,0.5,0,0,0,0,0,0,0
T00022,D02,V02,2026-08-02 17:25:00,12.921444,77.66227,0.4,0.015,-0.029,0.986,-0.83,-2.61,0.15,60.0,0.0044755013516122166,26.900000000000002,0,0,0,0,0,0,0
T00022,D02,V02,2026-08-02 17:26:00,12.921444,77.66227,0.0,-0.025,0.013,0.98,-3.75,-2.83,-1.03,60.0,0.0,0.4,0,0,0,0,0,0,0
T00022,D02,V02,2026-08-02 17:27:00,12.920954,77.664183,16.9,-0.083,-0.081,1.456,3.05,-5.57,0.15,60.0,0.2143694017773597,16.9,0,0,0,0,0,0,0
T00022,D02,V02,2026-08-02 17:28:00,12.920675,77.665007,7.7,-0.034,-0.038,0.952,3.18,0.83,-0.77,60.0,0.09453981939628817,9.2,0,0,0,0,0,0,0
T00022,D02,V02,2026-08-02 17:29:00,12.919393,77.667883,27.2,-0.037,-0.048,1.175,-1.33,-4.14,-3.2,60.0,0.3427508512475537,19.5,0,0,0,0,0,0,0
T00022,D02,V02,2026-08-02 17:30:00,12.91923,77.668182,2.9,0.025,-0.001,1.052,-1.35,-0.35,3.96,60.0,0.037129961666774944,24.3,0,0,0,0,0,0,0
T00022,D02,V02,2026-08-02 17:31:00,12.918052,77.671246,28.2,0.021,0.092,0.963,0.77,-0.13,-0.62,60.0,0.35697799500192995,25.3,0,0,0,0,0,0,0
T00022,D02,V02,2026-08-02 17:32:00,12.916647,77.673605,24.2,0.174,-0.095,0.944,1.77,-1.07,1.31,60.0,0.29962473297107156,4.0,0,0,0,0,0,0,0
T00022,D02,V02,2026-08-02 17:33:00,12.91502,77.675099,19.8,-0.618,-0.025,0.884,4.08,-2.0,-0.39,60.0,0.24279356453518675,4.399999999999999,0,0,0,0,0,0,0
T00022,D02,V02,2026-08-02 17:34:00,12.914886,77.675319,2.2,-0.063,0.037,1.096,-1.52,-0.02,-2.32,60.0,0.02811675665505534,17.6,0,0,0,0,0,0,0
T00022,D02,V02,2026-08-02 17:35:00,12.91397,77.677776,22.7,-0.004,-0.097,1.053,0.43,-0.2,-2.87,60.0,0.2851095763530367,20.5,0,0,0,0,0,0,0
T00022,D02,V02,2026-08-02 17:36:00,12.913629,77.678727,8.7,-0.044,-0.082,1.003,-0.58,4.16,2.5,60.0,0.10982497509147748,14.0,0,0,0,0,0,0,0
T00022,D02,V02,2026-08-02 17:37:00,12.91198,77.681957,31.2,0.089,0.037,1.117,-2.87,3.68,-0.37,60.0,0.3951897043623367,22.5,0,0,0,0,0,0,0
T00022,D02,V02,2026-08-02 17:38:00,12.910722,77.684761,26.4,-0.041,0.013,0.907,-0.78,5.15,1.56,60.0,0.33455510384586845,4.800000000000001,0,0,0,0,0,0,0
T00022,D02,V02,2026-08-02 17:39:00,12.909508,77.687821,28.2,0.014,-0.11,0.935,1.46,-0.03,-3.66,60.0,0.3580750937354464,1.8000000000000007,0,0,0,0,0,0,0
T00022,D02,V02,2026-08-02 17:40:00,12.908861,77.689561,15.9,-0.015,0.069,1.082,-0.02,1.87,29.72,60.0,0.20184560117164918,12.299999999999999,0,0,0,0,0,0,0
T00022,D02,V02,2026-08-02 17:41:00,12.908087,77.692431,25.5,0.062,-0.207,1.026,0.2,-0.81,-1.15,60.0,0.32275107479511317,9.6,0,0,0,0,0,0,0
T00022,D02,V02,2026-08-02 17:42:00,12.907458,77.694926,22.0,0.05,-0.037,0.918,0.47,-3.08,-2.06,60.0,0.27931933823147714,3.5,0,0,0,0,0,0,0
T00022,D02,V02,2026-08-02 17:43:00,12.906586,77.697937,26.9,0.036,0.144,0.936,0.0,-1.27,-1.12,60.0,0.3404482916649588,4.899999999999999,0,0,0,0,0,0,0
T00022,D02,V02,2026-08-02 17:44:00,12.905407,77.700595,25.1,0.016,0.233,0.959,1.18,-1.36,-0.28,60.0,0.31651633369656124,1.7999999999999972,0,0,0,0,0,0,0
T00022,D02,V02,2026-08-02 17:45:00,12.903334,77.704352,36.9,0.437,-0.08,0.859,1.27,-0.49,1.85,60.0,0.46792334750397047,11.799999999999997,0,0,0,0,0,0,0
T00022,D02,V02,2026-08-02 17:46:00,12.901521,77.707829,33.7,0.132,0.068,0.898,1.51,-3.01,1.15,60.0,0.42739553952345843,3.1999999999999957,0,0,0,0,0,0,0
T00022,D02,V02,2026-08-02 17:47:00,12.900082,77.711295,32.4,-0.018,-0.004,0.973,-0.17,3.19,-0.89,60.0,0.40833012986420525,1.3000000000000043,0,0,0,0,0,0,0
T00022,D02,V02,2026-08-02 17:48:00,12.899039,77.713493,21.1,0.049,0.095,1.097,3.14,-0.34,-2.65,60.0,0.26496794328029705,11.299999999999997,0,0,0,0,0,0,0
T00022,D02,V02,2026-08-02 17:49:00,12.898068,77.716518,27.2,0.138,-0.079,0.973,0.42,0.11,0.94,60.0,0.3451970119861459,6.099999999999998,0,0,0,0,0,0,0
T00022,D02,V02,2026-08-02 17:50:00,12.897271,77.718768,20.5,0.182,0.146,1.005,1.06,-0.01,-1.56,60.0,0.25947951435112326,6.699999999999999,0,0,0,0,0,0,0
T00022,D02,V02,2026-08-02 17:51:00,12.895777,77.722034,30.9,0.004,0.222,1.023,-2.75,1.09,38.61,60.0,0.39104326238748244,10.399999999999999,0,0,0,0,0,0,0
T00022,D02,V02,2026-08-02 17:52:00,12.894649,77.724379,22.4,-0.039,0.032,1.07,-0.08,0.26,-0.55,60.0,0.2834387720415054,8.5,0,0,0,0,0,0,0
T00022,D02,V02,2026-08-02 17:53:00,12.893706,77.726433,19.4,0.023,0.104,0.856,-0.01,5.8,2.53,60.0,0.24609218918063394,3.0,0,0,0,0,0,0,0
T00022,D02,V02,2026-08-02 17:54:00,12.892103,77.728885,25.4,0.058,-0.003,0.985,-3.41,0.65,-4.09,60.0,0.32001312707019536,6.0,0,0,0,0,0,0,0
T00022,D02,V02,2026-08-02 17:55:00,12.89296,77.730654,33.0,0.188,-0.004,1.049,-0.12,3.44,-1.06,60.0,0.2141193429429302,7.600000000000001,0,0,0,0,0,0,0
T00022,D02,V02,2026-08-02 17:56:00,12.895615,77.731756,31.5,0.036,-0.056,0.881,1.68,-2.47,-0.44,60.0,0.3184711809992008,1.5,0,0,0,0,0,0,0
T00023,D02,V02,2026-08-03 12:35:00,12.911893,77.64747,5.7,0.115,-0.08,0.951,-3.77,2.26,2.37,,,,0,0,0,0,0,0,0
T00023,D02,V02,2026-08-03 12:36:00,12.908234,77.649255,21.5,-0.017,-0.201,0.983,0.54,-1.3,3.77,60.0,0.45051731497503,15.8,0,0,0,0,0,0,0
T00023,D02,V02,2026-08-03 12:37:00,12.900529,77.647855,34.6,0.058,-0.082,0.941,-0.4,1.16,0.04,60.0,0.8700906887824899,13.100000000000001,0,0,0,0,0,0,0
T00023,D02,V02,2026-08-03 12:38:00,12.900455,77.645529,14.0,-0.103,-0.078,1.047,0.45,-3.29,-1.34,60.0,0.2522453982230496,20.6,0,0,0,0,0,0,0
T00023,D02,V02,2026-08-03 12:39:00,12.891799,77.644005,38.0,0.061,-0.018,0.939,-2.64,-1.69,0.18,60.0,0.976575238488079,24.0,0,0,0,0,0,0,0
T00023,D02,V02,2026-08-03 12:40:00,12.883869,77.643255,46.8,-0.096,0.038,0.974,-0.86,-2.8,-1.3,60.0,0.8855153502798456,8.799999999999997,0,0,0,0,0,0,0
T00023,D02,V02,2026-08-03 12:41:00,12.877862,77.646947,28.8,-0.124,-0.018,1.108,-0.38,-2.05,-0.03,60.0,0.778662449558135,17.999999999999996,0,0,0,0,0,0,0
T00023,D02,V02,2026-08-03 12:42:00,12.877858,77.64695,0.0,0.002,-0.053,0.991,0.3,-3.78,0.16,60.0,0.0005509812058706711,28.8,0,0,0,0,0,0,0
T00023,D02,V02,2026-08-03 12:43:00,12.868195,77.654785,50.7,0.091,-0.111,1.051,-0.98,1.65,-3.59,60.0,1.3696118059921065,50.7,0,0,0,1,0,0,0
T00023,D02,V02,2026-08-03 12:44:00,12.863554,77.658475,24.2,0.118,-0.046,0.913,-1.14,2.87,-2.09,60.0,0.6529317566037139,26.500000000000004,0,0,0,0,0,0,0
T00023,D02,V02,2026-08-03 12:45:00,12.855363,77.664985,42.6,0.043,0.09,1.098,-1.1,-2.65,0.5,60.0,1.1522142727321352,18.400000000000002,0,0,0,0,0,0,0
T00023,D02,V02,2026-08-03 12:46:00,12.851802,77.667802,18.5,-0.076,-0.019,0.967,-1.4,0.5,0.89,60.0,0.500049577452536,24.1,0,0,0,0,0,0,0
T00023,D02,V02,2026-08-03 12:47:00,12.849301,77.669806,13.1,0.094,0.224,1.009,1.74,1.52,-0.71,60.0,0.35289917074123467,5.4,0,0,0,0,0,0,0
T00023,D02,V02,2026-08-03 12:48:00,12.846444,77.672139,15.0,0.015,0.039,1.002,1.57,-0.4,-2.91,60.0,0.40607029587194854,1.9000000000000004,0,0,0,0,0,0,0
T00023,D02,V02,2026-08-03 12:49:00,12.840989,77.676335,28.1,0.008,-0.132,1.006,-0.33,2.09,1.59,60.0,0.7581948080943444,13.100000000000001,0,0,0,0,0,0,0
T00023,D02,V02,2026-08-03 12:50:00,12.843205,77.673711,26.0,0.072,-0.088,1.034,2.15,-0.17,-0.48,60.0,0.3763563546543162,2.1000000000000014,0,0,0,0,0,0,0
T00023,D02,V02,2026-08-03 12:51:00,12.8401,77.672166,33.9,0.133,-0.147,0.946,-0.26,-1.34,-0.04,60.0,0.38374551608116175,7.899999999999999,0,0,0,0,0,0,0
T00023,D02,V02,2026-08-03 12:52:00,12.837465,77.670359,18.3,0.062,0.097,1.056,2.75,0.85,-3.67,60.0,0.3524589255554916,15.599999999999998,0,0,0,0,0,0,0
T00023,D02,V02,2026-08-03 12:53:00,12.832312,77.669226,21.7,-0.473,0.044,1.064,-2.94,-0.57,1.66,60.0,0.5860062472599107,3.3999999999999986,0,0,0,0,0,0,0
T00023,D02,V02,2026-08-03 12:54:00,12.822386,77.669706,44.3,0.031,0.068,0.93,0.38,1.81,-2.33,60.0,1.1049470663291874,22.599999999999998,0,0,0,0,0,0,0
T00023,D02,V02,2026-08-03 12:55:00,12.819021,77.665485,36.4,0.054,-0.046,0.906,1.03,0.64,1.2,60.0,0.5911426529576316,7.899999999999999,0,0,0,0,0,0,0
T00024,D02,V02,2026-08-04 06:16:00,12.916949,77.638204,23.2,0.18,-0.064,0.922,-1.43,1.65,-0.98,,,,0,0,0,0,0,0,0
T00024,D02,V02,2026-08-04 06:17:00,12.920542,77.638489,23.8,0.028,0.012,1.219,-10.34,-13.39,2.47,60.0,0.40071563227089707,0.6000000000000014,0,0,0,0,0,0,0
T00024,D02,V02,2026-08-04 06:18:00,12.925036,77.637446,41.6,-0.055,0.022,1.082,0.39,-0.88,0.22,60.0,0.5123357071699168,17.8,0,0,0,0,0,0,0
T00024,D02,V02,2026-08-04 06:19:00,12.926317,77.633409,35.7,-0.023,0.1,1.037,2.07,2.54,0.57,60.0,0.4601223688784006,5.899999999999999,0,0,0,0,0,0,0
T00024,D02,V02,2026-08-04 06:20:00,12.930644,77.632955,28.8,-0.116,-0.021,0.972,0.08,-0.69,-0.13,60.0,0.4836497109807473,6.900000000000002,0,0,0,0,0,0,0
T00024,D02,V02,2026-08-04 06:21:00,12.935173,77.628894,40.1,-0.119,0.004,0.924,-0.2,2.14,0.66,60.0,0.6688120830171593,11.3,0,0,0,0,0,0,0
T00024,D02,V02,2026-08-04 06:22:00,12.937872,77.627684,25.6,-0.005,0.156,1.017,-1.53,1.06,1.74,60.0,0.3275124321505903,14.5,0,0,0,0,0,0,0
T00024,D02,V02,2026-08-04 06:23:00,12.938577,77.632328,30.8,0.016,-0.006,0.96,3.28,-0.28,-0.33,60.0,0.5093479102031806,5.199999999999999,0,0,0,0,0,0,0
T00024,D02,V02,2026-08-04 06:24:00,12.939274,77.635602,22.2,-0.016,-0.118,1.024,3.95,0.01,-1.89,60.0,0.36317471199307266,8.600000000000001,0,0,0,0,0,0,0
T00024,D02,V02,2026-08-04 06:25:00,12.944297,77.638939,39.7,-0.169,0.103,1.753,-1.67,-1.09,-1.63,60.0,0.6653839233753748,17.500000000000004,0,0,0,0,0,0,0
T00024,D02,V02,2026-08-04 06:26:00,12.947604,77.640775,25.0,0.073,-0.115,0.908,1.34,-1.45,-0.71,60.0,0.41809823118193346,14.700000000000003,0,0,0,0,0,0,0
T00024,D02,V02,2026-08-04 06:27:00,12.950784,77.6393,25.2,-0.541,-0.009,0.995,-0.11,-2.86,0.86,60.0,0.38804920244466296,0.1999999999999993,0,0,0,0,0,0,0
T00024,D02,V02,2026-08-04 06:28:00,12.955505,77.641337,34.4,-0.053,0.047,1.081,3.57,-1.48,-5.84,60.0,0.5694735522411662,9.2,0,0,0,0,0,0,0
T00024,D02,V02,2026-08-04 06:29:00,12.957615,77.641318,13.9,0.064,0.091,0.995,-0.78,1.12,1.64,60.0,0.23463032903103692,20.5,0,0,0,0,0,0,0
T00024,D02,V02,2026-08-04 06:30:00,12.9607,77.641699,20.6,-0.093,-0.056,1.102,-2.71,-1.19,-0.72,60.0,0.3455119236603623,6.700000000000001,0,0,0,0,0,0,0
T00024,D02,V02,2026-08-04 06:31:00,12.966316,77.64144,37.1,0.014,-0.05,0.968,-1.68,2.5,0.15,60.0,0.6251010608077687,16.5,0,0,0,0,0,0,0
T00024,D02,V02,2026-08-04 06:32:00,12.969905,77.641259,23.7,0.117,-0.023,1.016,-1.51,-0.34,1.66,60.0,0.39956024664915407,13.400000000000002,0,0,0,0,0,0,0
T00024,D02,V02,2026-08-04 06:33:00,12.977541,77.640863,50.5,-0.075,0.015,1.014,-0.96,3.18,-2.81,60.0,0.8501679928694303,26.8,0,0,0,0,0,0,0
T00024,D02,V02,2026-08-04 06:34:00,12.977541,77.640863,0.0,0.098,-0.158,0.913,-1.27,-0.45,-4.54,60.0,0.0,50.5,0,0,0,1,0,0,0
T00024,D02,V02,2026-08-04 06:35:00,12.980967,77.640685,22.6,-0.042,-0.096,0.925,3.36,0.09,-0.25,60.0,0.3814417402415901,22.6,0,0,0,0,0,0,0
T00024,D02,V02,2026-08-04 06:36:00,12.985457,77.644089,45.5,-0.108,0.15,0.945,1.82,-2.72,-3.13,60.0,0.6207272486392248,22.9,0,0,0,0,0,0,0
T00024,D02,V02,2026-08-04 06:37:00,12.987469,77.64908,34.8,-0.14,0.014,1.083,-0.39,1.11,-1.4,60.0,0.5852306297160736,10.700000000000003,0,0,0,0,0,0,0
T00024,D02,V02,2026-08-04 06:38:00,12.988718,77.651777,19.2,0.055,-0.148,0.898,-0.81,-0.75,2.62,60.0,0.32354467790274893,15.599999999999998,0,0,0,0,0,0,0
T00024,D02,V02,2026-08-04 06:39:00,12.991784,77.65819,46.0,0.054,0.051,0.839,-0.65,-4.68,3.59,60.0,0.773974718882011,26.8,0,0,0,0,0,0,0
T00024,D02,V02,2026-08-04 06:40:00,12.993626,77.661956,27.1,-0.122,-0.031,1.096,2.09,0.0,2.04,60.0,0.4565607591551993,18.9,0,0,0,0,0,0,0
T00024,D02,V02,2026-08-04 06:41:00,12.993626,77.661956,0.0,-0.094,0.017,0.939,-2.58,-1.58,1.53,60.0,0.0,27.1,0,0,0,0,0,0,0
T00024,D02,V02,2026-08-04 06:42:00,12.995158,77.665378,24.2,-0.054,-0.002,0.959,1.85,0.5,2.07,60.0,0.40802698006549853,24.2,0,0,0,0,0,0,0
T00024,D02,V02,2026-08-04 06:43:00,12.997124,77.669668,30.6,0.193,0.061,1.387,-11.1,13.88,1.04,60.0,0.5136495197472599,6.400000000000002,0,0,0,0,0,0,0
T00024,D02,V02,2026-08-04 06:44:00,12.998943,77.67353,27.6,0.066,0.008,0.913,3.46,0.23,2.25,60.0,0.46475334300557725,3.0,0,0,0,0,0,0,0
T00024,D02,V02,2026-08-04 06:45:00,13.001151,77.677996,32.3,-0.07,-0.003,0.979,4.22,-3.67,1.0,60.0,0.5425939694494253,4.699999999999996,0,0,0,0,0,0,0
T00024,D02,V02,2026-08-04 06:46:00,13.003328,77.68187,28.8,0.048,0.137,0.989,0.99,1.0,-1.63,60.0,0.4845280443783515,3.4999999999999964,0,0,0,0,0,0,0
T00024,D02,V02,2026-08-04 06:47:00,13.005429,77.685489,27.1,0.009,0.095,0.942,0.92,1.34,-1.1,60.0,0.45641647531444746,1.6999999999999993,0,0,0,0,0,0,0
