Trip_ID,Driver_ID,Vehicle_ID,Trip_Date,trip_duration_min,trip_distance_km,avg_speed_kmph,max_speed_kmph,min_speed_kmph,speed_std_kmph,speed_range_kmph,harsh_accel_events,harsh_brake_events,harsh_event_rate_per_10min,speed_delta_mean_kmph,stop_count,stop_duration_min,moving_time_min,telemetry_flagged_minute_pct,any_trip_quality_flag,flag_overlap_driver,flag_overlap_vehicle,flag_non_primary_vehicle,flag_distance_vs_gps,flag_distance_vs_speed_integral,flag_has_gps_teleport,flag_has_speed_jump,optional_high_speed_time_pct,optional_accel_mag_mean_g,optional_accel_mag_std_g,optional_gyro_mag_mean_dps
T00108,D08,V08,2026-08-03,39,21.96,21.9,36.9,1.8,9.030216930603892,35.1,2,1,0.7692307692307693,10.592105263157896,0,0,39,0.0,1,0,0,0,0,1,0,0,0.0,1.001240347832276,0.04301128035496884,3.3713381556827167
T00109,D08,V08,2026-08-01,20,5.66,29.3,48.0,2.2,12.739506517749794,45.8,1,1,1.0,12.852631578947367,0,0,20,0.0,1,0,0,0,0,1,0,0,30.0,0.9981045867437359,0.037764281663970896,2.7637064450167914
T00110,D08,V08,2026-08-05,31,9.94,20.5,36.4,0.6,8.329561296842076,35.8,0,0,0.0,8.889999999999999,0,0,31,0.0,0,0,0,0,0,0,0,0,0.0,1.0298553126311611,0.09768863571002326,4.950029535615533
T00111,D08,V08,2026-08-02,41,12.96,18.8,34.4,0.0,7.806798163202096,34.4,1,1,0.48780487804878053,9.275,1,1,40,0.0,0,0,0,0,0,0,0,0,0.0,1.0274407723336973,0.12509095023219768,5.379967835471613
T00112,D08,V08,2026-08-02,16,8.37,29.0,39.8,2.8,8.075144477551678,37.0,1,1,1.25,7.686666666666667,0,0,16,0.0,0,0,0,0,0,0,0,0,6.25,1.016088355111629,0.05281178763918795,5.387318573908213
T00113,D08,V08,2026-08-04,45,29.76,18.5,36.9,1.2,9.371460543974601,35.699999999999996,2,1,0.6666666666666666,11.606818181818182,0,0,45,0.0,1,0,0,0,0,1,0,0,0.0,1.015308849919457,0.042676443200112504,4.7553809934931985
T00114,D08,V08,2026-08-03,40,14.46,20.3,40.3,0.0,10.125582920858408,40.3,1,1,0.5,10.143589743589745,1,1,39,0.0,0,0,0,0,0,0,0,0,5.0,1.02732308876251,0.05508474864970337,5.066354514738181
T00115,D08,V08,2026-08-05,11,8.99,24.9,40.4,2.0,14.278254285960362,38.4,1,1,1.8181818181818181,11.43,0,0,11,0.0,1,0,0,0,1,1,0,0,27.27272727272727,1.0132915814843957,0.06187235232425972,2.9619384035589316
T00116,D08,V08,2026-08-05,20,19.44,25.8,39.8,11.7,7.699323278533537,28.099999999999998,0,0,0.0,8.836842105263157,0,0,20,0.0,1,0,0,0,0,1,0,0,10.0,0.9997422955610119,0.041567857855981244,2.951620993825745
T00117,D08,V08,2026-07-31,39,16.03,29.6,56.3,0.0,11.568759995231142,56.3,3,2,1.2820512820512822,12.676315789473684,1,1,38,2.564102564102564,1,0,0,0,0,1,0,1,20.51282051282051,1.0204985375130593,0.10296098678812106,4.090166023614303
T00118,D08,V08,2026-08-01,16,11.92,26.6,36.6,6.0,9.136882674085292,30.6,1,0,0.625,11.233333333333333,0,0,16,0.0,1,0,0,0,0,1,0,0,0.0,1.009430274269347,0.054941994998467324,5.175785282588521
T00119,D08,V08,2026-08-06,35,12.23,27.6,47.3,0.8,8.79197781785076,46.5,1,1,0.5714285714285714,9.585294117647058,0,0,35,0.0,1,0,0,0,0,1,0,0,8.571428571428571,1.0481012410773327,0.1520510359197755,4.876679724760782
T00120,D08,V08,2026-08-03,43,13.03,24.4,45.2,0.0,9.605710165005311,45.2,1,1,0.46511627906976744,10.192857142857143,1,1,42,0.0,1,0,0,0,0,1,0,0,6.976744186046512,1.0146393896892052,0.05024702841676381,4.838298969283347
T00121,D09,V09,2026-08-04,13,12.7,23.5,29.4,3.3,6.805041494626594,26.099999999999998,0,1,0.7692307692307692,6.483333333333333,0,0,13,0.0,1,0,0,0,1,1,0,0,0.0,1.0176065521836457,0.032819918225410145,3.0053928766072766
T00122,D09,V09,2026-08-05,11,5.1,29.6,38.7,0.9,10.34495045904039,37.800000000000004,1,0,0.9090909090909091,6.960000000000001,0,0,11,0.0,1,1,1,0,0,0,0,0,18.181818181818183,1.0204179840149743,0.025724534761532126,2.9219195319688627
T00123,D09,V09,2026-08-01,43,18.24,20.7,31.0,1.9,7.4873189212838005,29.1,0,1,0.23255813953488372,7.071428571428571,0,0,43,0.0,1,0,0,0,0,1,0,0,0.0,1.0000781431078722,0.04238863003159682,3.5328331283721903
T00124,D09,V09,2026-08-05,13,10.78,21.6,30.0,16.1,4.152077021171884,13.899999999999999,0,0,0.0,5.408333333333334,0,0,13,0.0,1,1,1,0,0,1,0,0,0.0,1.0123140565888546,0.11350743765058831,3.212176179305433
T00125,D09,V09,2026-08-01,14,6.35,23.2,30.4,3.4,8.52655837968625,27.0,0,0,0.0,8.823076923076924,0,0,14,0.0,0,0,0,0,0,0,0,0,0.0,1.0166023124160621,0.033319360812518836,3.3878693865658738
T00126,D09,V09,2026-08-04,39,25.93,19.9,31.7,0.0,6.649572551278003,31.7,1,0,0.25641025641025644,7.3,1,1,38,0.0,1,0,0,0,0,1,0,0,0.0,1.0153011598287631,0.045841155711401904,3.0531734367504484
T00127,D09,V09,2026-08-05,26,17.56,24.1,34.7,3.8,6.045062829730111,30.900000000000002,0,0,0.0,7.42,0,0,26,0.0,1,0,0,0,0,1,0,0,0.0,1.0055694930460615,0.050785376254296376,3.2397027096945807
T00128,D09,V09,2026-08-06,25,16.75,31.0,38.4,19.9,3.648629879831607,18.5,0,0,0.0,3.866666666666667,0,0,25,0.0,1,0,0,0,0,1,0,0,8.0,0.9986484493216631,0.03218427843809544,3.366624237607061
T00129,D09,V09,2026-08-02,34,26.33,27.7,38.7,0.0,8.37953803941546,38.7,2,1,0.8823529411764706,8.299999999999999,1,1,33,0.0,1,0,0,0,0,1,0,0,2.941176470588235,1.0296183209756389,0.13513078353999672,3.400498784193315
T00130,D09,V09,2026-08-04,30,21.87,27.8,39.4,0.8,9.017786383828783,38.6,3,2,1.6666666666666667,8.244827586206897,0,0,30,0.0,1,0,0,0,0,1,0,0,3.3333333333333335,0.9996380609265859,0.023368424325362933,2.9344954521905326
T00131,D09,V09,2026-08-01,34,12.8,24.2,30.0,3.3,5.952054424453608,26.7,1,0,0.29411764705882354,6.445454545454546,0,0,34,0.0,0,0,0,0,0,0,0,0,0.0,1.0116326606885848,0.044142412147493496,4.614326337207261
T00132,D09,V09,2026-08-03,38,17.92,31.0,40.7,1.2,8.21197171050357,39.5,2,1,0.7894736842105263,7.537837837837839,0,0,38,0.0,0,0,0,0,0,0,0,0,18.421052631578945,0.9980431687167156,0.03164057793237681,3.9906929882100344
T00133,D09,V09,2026-08-01,13,8.4,23.4,32.5,16.9,4.238423146552355,15.600000000000001,0,0,0.0,4.983333333333333,0,0,13,0.0,1,0,0,0,1,1,0,0,0.0,1.0048810508404284,0.03632372686902881,3.377356382251502
T00134,D09,V09,2026-08-02,41,26.77,28.6,39.5,3.6,7.896949086707399,35.9,2,1,0.7317073170731708,7.245,0,0,41,0.0,1,0,0,0,0,1,0,0,2.4390243902439024,1.0188851986527563,0.0577546601192628,2.946829259181044
T00135,D09,V09,2026-08-06,22,12.36,29.3,38.0,3.4,8.86169831181907,34.6,1,2,1.3636363636363635,8.880952380952383,0,0,22,0.0,0,0,0,0,0,0,0,0,9.090909090909092,1.0178070930461154,0.10747134049648785,4.959813023935224
T00136,D10,V10,2026-08-02,37,18.61,21.5,38.9,1.4,8.912626431636744,37.5,1,1,0.5405405405405405,11.261111111111113,0,0,37,0.0,1,0,0,0,0,1,0,0,2.7027027027027026,1.0410778762570976,0.10858018747251988,3.4021798712711115
T00137,D10,V10,2026-08-03,42,21.89,17.8,39.7,0.0,9.95429071307768,39.7,1,0,0.23809523809523808,12.448780487804878,1,1,41,0.0,1,0,0,0,0,1,0,0,2.380952380952381,1.050914578982218,0.1494842354581124,4.7245842606603174
T00138,D10,V10,2026-08-01,39,25.16,16.9,34.8,0.0,9.40327131752483,34.8,1,2,0.7692307692307693,11.15263157894737,2,2,37,0.0,1,1,1,0,0,1,0,0,0.0,1.0076694712601584,0.044429788170312026,3.0950756144914076
T00139,D10,V10,2026-08-05,15,7.31,21.2,31.6,8.7,7.366449037940289,22.900000000000002,0,0,0.0,7.871428571428571,0,0,15,0.0,0,0,0,0,0,0,0,0,0.0,1.0237484819034897,0.0796490906613448,3.149178077653967
T00140,D10,V10,2026-08-01,13,5.75,20.5,36.6,3.0,11.223550103379809,33.6,0,0,0.0,11.108333333333334,0,0,13,0.0,1,0,0,0,1,0,0,0,0.0,1.0126904410946982,0.0411125656992813,6.752270579899447
T00141,D10,V10,2026-08-03,26,16.08,19.8,38.4,0.0,10.93731228410344,38.4,3,1,1.5384615384615383,15.755999999999998,1,1,25,0.0,1,0,0,0,0,1,0,0,3.8461538461538463,1.0041790496136704,0.04276463222880402,3.404122210871658
T00142,D10,V10,2026-08-01,30,11.83,19.1,33.8,3.8,8.36161797575169,29.999999999999996,0,0,0.0,9.89655172413793,0,0,30,0.0,0,0,0,0,0,0,0,0,0.0,1.0828785024482055,0.19743287537321685,4.451644089277311
T00143,D10,V10,2026-08-06,40,18.61,23.2,38.2,2.6,8.876147452005492,35.6,1,1,0.5,9.076923076923077,0,0,40,0.0,1,0,0,0,0,1,0,0,2.5,1.0263993285056086,0.11345096509171546,4.791673114457237
T00144,D10,V10,2026-08-01,40,5.92,16.9,34.2,0.0,9.295572422754105,34.2,0,0,0.0,9.515384615384615,1,1,39,0.0,1,0,0,0,0,1,0,0,0.0,1.0423296563580382,0.10462380704970253,7.129098904547412
T00145,D10,V10,2026-08-04,36,8.56,21.1,41.0,1.1,9.286793832240473,39.9,0,1,0.2777777777777778,9.622857142857143,0,0,36,0.0,1,0,0,0,0,1,0,0,5.555555555555555,1.010941245749778,0.04542520228995837,4.1906855260029126
T00146,D10,V10,2026-07-31,29,15.6,26.6,46.6,2.9,13.23314524234228,43.7,1,3,1.3793103448275863,15.232142857142858,0,0,29,0.0,0,0,0,0,0,0,0,0,17.24137931034483,1.0054940722572177,0.07438400582025956,5.835055176849617
T00147,D10,V10,2026-08-05,31,8.73,28.2,48.4,2.6,11.971016072433098,45.8,3,2,1.6129032258064515,14.196666666666665,0,0,31,0.0,1,0,0,0,0,1,0,0,19.35483870967742,1.0203103823849413,0.06986473395601268,4.310952115456676
T00148,D10,V10,2026-08-05,13,3.01,18.1,25.2,7.9,5.394512881694624,17.299999999999997,0,0,0.0,6.2250000000000005,0,0,13,0.0,0,0,0,0,0,0,0,0,0.0,1.0251643139681585,0.08542378755384622,3.304476925623398
T00149,D10,V10,2026-08-01,44,16.59,18.3,35.3,2.3,8.708415834265995,33.0,1,1,0.45454545454545453,10.03720930232558,0,0,44,0.0,1,1,1,0,0,1,0,0,0.0,1.0127681180686812,0.04585860905186127,5.378345425092852
T00150,D10,V10,2026-08-02,35,19.61,32.8,56.7,2.9,11.88192823103199,53.800000000000004,1,2,0.8571428571428571,12.620588235294118,0,0,35,0.0,0,0,0,0,0,0,0,0,34.285714285714285,1.010891288248644,0.045245772309778894,4.7795956624787115
T00151,D11,V11,2026-08-02,37,15.79,23.3,33.3,13.7,4.74402579891602,19.599999999999998,0,0,0.0,6.197222222222222,0,0,37,0.0,0,0,0,0,0,0,0,0,0.0,1.0084169428268956,0.0352853323820879,3.0909494104702175
T00152,D11,V11,2026-08-05,11,5.72,18.4,23.1,3.7,5.194437584395622,19.400000000000002,0,0,0.0,4.5600000000000005,0,0,11,0.0,0,0,0,0,0,0,0,0,0.0,1.0044826755607021,0.03920471844376346,3.3779269119293436
T00153,D11,V11,2026-08-03,13,6.87,31.3,37.7,27.0,2.88526317512694,10.700000000000003,0,0,0.0,2.991666666666667,0,0,13,0.0,0,0,0,0,0,0,0,0,7.6923076923076925,1.0022364809906177,0.03268596823059792,2.8560610334943743
T00154,D11,V11,2026-07-31,33,11.89,29.4,36.6,23.8,3.6983513935675494,12.8,0,0,0.0,4.40625,0,0,33,0.0,1,1,1,0,0,1,0,0,0.0,1.009254977924442,0.03958292507754266,4.73705148427394
T00155,D11,V11,2026-08-04,33,13.31,29.9,38.0,1.3,6.159796029188962,36.7,1,1,0.6060606060606061,4.9875,0,0,33,0.0,1,0,0,0,0,1,0,0,3.0303030303030303,1.0052403820662539,0.04092391976607208,4.687916439221395
T00156,D11,V11,2026-08-04,32,14.27,22.6,31.9,2.5,6.526904616352819,29.4,1,1,0.625,6.438709677419355,0,0,32,0.0,0,0,0,0,0,0,0,0,0.0,1.0039262068894186,0.03126498394833678,3.043233947901297
T00157,D11,V11,2026-08-04,27,16.74,27.2,39.1,2.3,8.951809888782284,36.800000000000004,1,1,0.7407407407407407,7.626923076923077,0,0,27,0.0,1,0,0,0,0,1,0,0,3.7037037037037033,1.0197408913697712,0.06214774290300256,2.8682104751467423
T00158,D11,V11,2026-07-31,37,21.35,28.1,39.9,0.0,7.802067178142741,39.9,2,2,1.081081081081081,6.9833333333333325,1,1,36,0.0,1,1,1,0,0,1,0,0,2.7027027027027026,1.005923062309036,0.024990181654233688,4.1898056101537655
T00159,D11,V11,2026-07-31,12,18.95,24.1,38.9,4.3,8.273446938394192,34.6,0,0,0.0,8.209090909090907,0,0,12,8.333333333333332,1,1,1,0,1,1,1,0,8.333333333333332,1.0077982202742388,0.031924579508753666,2.8780337280100134
T00160,D11,V11,2026-07-31,25,13.77,30.8,39.3,2.2,7.264805572071424,37.099999999999994,0,1,0.4,6.245833333333334,0,0,25,0.0,0,0,0,0,0,0,0,0,12.0,0.9999991142950965,0.023423888470214267,3.2600581974493177
T00161,D11,V11,2026-08-04,17,10.55,16.0,26.6,1.3,6.244344500049155,25.3,0,0,0.0,8.043750000000001,0,0,17,0.0,1,0,0,0,0,1,0,0,0.0,1.0025409832143075,0.035924233278807755,3.147885187925494
T00162,D11,V11,2026-08-01,11,6.22,28.3,37.0,19.3,5.429414835370884,17.7,0,0,0.0,3.9800000000000004,0,0,11,0.0,1,0,0,0,1,0,0,0,0.0,1.0486181615718606,0.20796477188172158,5.253689635056109
T00163,D11,V11,2026-08-05,30,19.31,18.0,27.4,0.0,6.992938967436999,27.4,0,0,0.0,8.193103448275862,2,2,28,0.0,1,0,0,0,0,1,0,0,0.0,1.0250743228290502,0.08962026793104144,3.4776115983419618
T00164,D11,V11,2026-08-01,11,4.73,24.3,32.2,2.2,8.099057184186766,30.000000000000004,1,0,0.9090909090909091,7.49,0,0,11,0.0,1,0,0,0,1,0,0,0,0.0,0.9847210865374663,0.03623423659081603,3.9366282266652943
T00165,D11,V11,2026-08-04,28,17.96,27.4,41.6,3.3,10.2082878197884,38.300000000000004,2,2,1.4285714285714286,10.177777777777779,0,0,28,0.0,1,0,0,0,0,1,0,0,3.571428571428571,1.0078658338057622,0.02809963049475736,4.753418612709631
T00166,D12,V12,2026-07-31,36,12.8,24.1,47.7,0.0,12.194363452021596,47.7,1,2,0.8333333333333333,11.485714285714286,1,1,35,0.0,0,0,0,0,0,0,0,0,8.333333333333332,1.0131975454252524,0.07154347768869945,3.039114602557918
T00167,D12,V12,2026-08-06,13,7.07,25.2,64.5,2.9,16.34958636660189,61.6,2,2,3.0769230769230766,18.441666666666666,0,0,13,0.0,0,0,0,0,0,0,0,0,23.076923076923077,1.0844679420322476,0.12093547699649625,6.422469771501557
T00168,D12,V12,2026-08-03,39,19.61,14.3,46.5,0.0,11.214749541895682,46.5,4,1,1.2820512820512822,15.228947368421053,3,3,36,0.0,1,0,0,0,0,1,0,0,2.564102564102564,1.0227315282519776,0.07274226738713008,4.037837759098354
T00169,D12,V12,2026-08-01,16,5.81,25.6,54.6,3.0,15.56613846355822,51.6,2,4,3.75,19.773333333333333,0,0,16,0.0,1,0,0,0,1,0,0,0,25.0,1.0370223936828096,0.0665807179324537,7.994931562888787
T00170,D12,V12,2026-08-04,44,13.13,27.7,51.0,0.0,12.294716675854506,51.0,2,3,1.1363636363636362,14.067441860465117,1,1,43,0.0,1,0,0,0,0,1,0,0,22.727272727272727,1.008662883369064,0.06591983492984484,7.855694732577246
T00171,D12,V12,2026-08-01,15,6.54,30.3,48.9,18.3,9.66661904750176,30.599999999999998,1,1,1.3333333333333333,15.335714285714287,0,0,15,0.0,1,0,0,0,1,0,0,0,20.0,1.03432189398836,0.045909300524415046,3.160463597952043
T00172,D12,V12,2026-08-02,22,10.84,21.0,48.7,2.2,12.303567391727107,46.5,1,2,1.3636363636363635,13.533333333333333,0,0,22,0.0,1,0,0,0,0,1,0,0,9.090909090909092,1.006507992996049,0.052738582953785154,8.55413044273253
T00173,D12,V12,2026-07-31,15,7.81,29.8,45.4,13.9,10.411454314954323,31.5,1,0,0.6666666666666666,13.242857142857144,0,0,15,0.0,0,0,0,0,0,0,0,0,26.666666666666668,1.0213099403317234,0.06939024565773526,5.6077653538881025
T00174,D12,V12,2026-08-03,27,12.44,24.7,53.1,2.4,14.812676483856137,50.7,4,3,2.5925925925925926,20.111538461538462,0,0,27,3.7037037037037033,1,0,0,0,0,0,0,1,18.51851851851852,1.0490200732680275,0.09898230587410714,3.0223294640184406
T00175,D12,V12,2026-08-03,13,16.02,24.1,34.8,5.2,9.673549715722979,29.599999999999998,1,1,1.5384615384615383,11.191666666666668,0,0,13,0.0,1,0,0,0,0,1,0,0,0.0,1.0250956523889856,0.06640014112158675,7.127575120304621
T00176,D12,V12,2026-08-02,10,9.34,25.6,40.7,0.0,12.310271230877806,40.7,0,1,1.0,15.299999999999999,1,1,9,0.0,1,0,0,0,1,1,0,0,20.0,1.0244547395667853,0.10111592126064442,8.843413291361566
T00177,D12,V12,2026-08-02,20,13.08,25.3,46.2,0.0,13.69142643754612,46.2,1,2,1.5,16.847368421052632,1,1,19,0.0,1,0,0,0,0,1,0,0,20.0,0.9989333492888599,0.05461794267108329,3.3111117916938015
T00178,D12,V12,2026-08-03,41,10.35,17.6,52.4,0.0,12.527034667509131,52.4,4,3,1.707317073170732,15.879999999999999,5,5,36,4.878048780487805,1,0,0,0,0,0,0,1,7.317073170731707,1.0450963680328957,0.13975405562115745,5.0216356458711715
T00179,D12,V12,2026-08-02,21,9.38,34.7,63.7,2.2,14.8495550678896,61.5,3,1,1.9047619047619047,16.525,0,0,21,0.0,1,0,0,0,1,0,0,0,42.857142857142854,1.0467651200268844,0.1474444731750134,5.440631630264318
T00180,D12,V12,2026-08-05,28,14.63,22.3,48.8,0.0,11.612424358027031,48.8,1,2,1.0714285714285714,12.118518518518519,2,2,26,0.0,1,0,0,0,0,1,0,0,7.142857142857142,1.0310209985104395,0.08565296424245428,4.439221250516291
T00181,D13,V13,2026-08-06,41,13.59,23.1,40.7,1.1,10.631957119699175,39.6,1,5,1.4634146341463417,11.5775,0,0,41,0.0,0,0,0,0,0,0,0,0,9.75609756097561,1.0365416741310944,0.1174661301577848,6.4770694311154084
T00182,D13,V13,2026-07-31,35,17.59,16.9,32.2,0.0,8.021792796118929,32.2,0,1,0.2857142857142857,11.338235294117647,1,1,34,0.0,1,0,0,0,0,1,0,0,0.0,1.0272587241320552,0.12211590195027199,3.6119117039302515
T00183,D13,V13,2026-07-31,25,13.92,17.5,31.7,2.7,7.54684702375767,29.0,0,0,0.0,9.108333333333333,0,0,25,0.0,1,0,0,0,0,1,0,0,0.0,1.0264935943074607,0.13918161413894983,3.2468895873943087
T00184,D13,V13,2026-08-03,27,13.15,26.8,43.8,0.7,10.20370442758825,43.099999999999994,1,2,1.111111111111111,11.953846153846154,0,0,27,0.0,0,0,0,0,0,0,0,0,18.51851851851852,1.002883175822549,0.04301344271365986,5.388934821041499
T00185,D13,V13,2026-08-02,32,14.95,26.5,40.9,1.2,9.21625437789477,39.699999999999996,0,2,0.625,11.100000000000001,0,0,32,0.0,0,0,0,0,0,0,0,0,9.375,1.012449750717416,0.08014283070420185,3.023598136314954
T00186,D13,V13,2026-08-04,40,15.28,32.9,61.8,3.4,12.139970007988973,58.4,4,3,1.75,13.484615384615385,0,0,40,2.5,1,0,0,0,0,1,0,1,40.0,1.0194735529907848,0.05578392151724084,4.115635456301475
T00187,D13,V13,2026-08-03,12,5.61,19.0,34.1,1.6,9.542357722758613,32.5,0,0,0.0,10.672727272727274,0,0,12,0.0,1,0,0,0,1,0,0,0,0.0,1.004325487947976,0.038405457823214924,11.245898380096301
T00188,D13,V13,2026-08-06,21,7.91,27.2,47.2,5.0,9.790777973855466,42.2,1,1,0.9523809523809523,11.59,0,0,21,0.0,0,0,0,0,0,0,0,0,14.285714285714285,1.0159082729757458,0.05044402783689587,7.86884516969363
T00189,D13,V13,2026-08-06,26,10.33,20.9,40.2,0.0,10.451364283413692,40.2,0,1,0.3846153846153846,11.347999999999999,1,1,25,0.0,0,0,0,0,0,0,0,0,3.8461538461538463,1.0145671546572403,0.08339777118328623,5.379145406514785
T00190,D13,V13,2026-07-31,14,11.21,34.6,40.9,15.7,6.556382679965672,25.2,0,0,0.0,8.700000000000001,0,0,14,0.0,1,0,0,0,1,1,0,0,35.714285714285715,1.0478333527550043,0.20330702586499136,3.972952445701402
T00191,D13,V13,2026-08-03,22,9.64,21.6,43.0,2.2,10.84420965847134,40.8,0,1,0.45454545454545453,11.280952380952382,0,0,22,0.0,0,0,0,0,0,0,0,0,9.090909090909092,1.0138359922180238,0.046974045230922364,5.081737723351224
T00192,D13,V13,2026-08-02,45,27.12,28.7,48.6,2.3,11.221142562325834,46.300000000000004,3,3,1.3333333333333333,11.668181818181818,0,0,45,0.0,1,0,0,0,0,1,0,0,13.333333333333334,1.0130704350493298,0.058500429933009544,3.503087957369794
T00193,D13,V13,2026-08-02,28,13.45,23.2,37.3,0.5,10.663695022570346,36.8,2,2,1.4285714285714286,11.97037037037037,0,0,28,0.0,0,0,0,0,0,0,0,0,0.0,1.0160720489157717,0.07500976715141466,3.3556434902955923
T00194,D13,V13,2026-08-04,26,17.99,17.7,34.6,2.1,8.905383851270058,32.5,1,1,0.7692307692307692,11.392000000000001,0,0,26,0.0,1,0,0,0,0,1,0,0,0.0,1.0374183636469843,0.17636401083762498,5.074806288006273
T00195,D13,V13,2026-07-31,37,9.88,27.8,47.6,0.0,12.396823433090882,47.6,2,3,1.3513513513513513,12.822222222222223,1,1,36,0.0,1,0,0,0,0,1,0,0,18.91891891891892,1.065607259113412,0.1755344430444777,4.559505124833738
T00196,D14,V14,2026-07-31,33,5.98,22.6,63.1,0.0,16.630519134009816,63.1,4,6,3.0303030303030303,18.81875,1,1,32,6.0606060606060606,1,1,1,0,0,1,0,1,18.181818181818183,1.0580995703775968,0.12915154283130104,5.9864859021029275
T00197,D14,V14,2026-08-05,10,4.83,26.7,58.6,1.1,21.597450981282233,57.5,3,4,7.0,35.55555555555556,0,0,10,20.0,1,0,0,0,1,0,0,1,40.0,1.088432374546488,0.2228052613559251,3.814991969248814
T00198,D14,V14,2026-08-02,34,8.37,19.5,51.1,0.0,14.551887614845032,51.1,5,3,2.3529411764705883,17.415151515151518,2,2,32,0.0,0,0,0,0,0,0,0,0,11.76470588235294,1.0585741159081743,0.17573573465909917,5.4741043921135555
T00199,D14,V14,2026-08-01,10,2.67,25.3,43.6,2.6,12.48706441793978,41.0,0,1,1.0,10.955555555555556,0,0,10,0.0,1,0,0,0,1,0,0,0,20.0,1.043162294339479,0.09486614938014534,6.603185030318443
T00200,D14,V14,2026-08-01,30,16.72,23.4,57.9,1.1,14.480166776838502,56.8,4,3,2.3333333333333335,18.175862068965518,0,0,30,3.3333333333333335,1,0,0,0,0,1,0,1,13.333333333333334,1.0253160809781035,0.061407351753257365,5.656512696147109
T00201,D14,V14,2026-08-05,32,9.17,29.4,60.5,0.0,15.424966343352208,60.5,5,5,3.125,17.45483870967742,1,1,31,0.0,1,0,0,0,0,1,0,0,31.25,1.0733920169157456,0.10849416465496212,6.726676007052224
T00202,D14,V14,2026-08-03,45,23.69,28.3,52.0,0.0,12.235254989025142,52.0,2,4,1.3333333333333333,12.2,2,2,43,0.0,0,0,0,0,0,0,0,0,17.77777777777778,1.034625297951148,0.08664952627701934,3.283700075848648
T00203,D14,V14,2026-08-06,10,4.03,23.7,47.8,2.9,12.43998928188177,44.9,0,1,1.0,14.166666666666666,0,0,10,0.0,1,0,0,0,1,0,0,0,10.0,1.0344136960679733,0.054635208296017396,5.912916062135183
T00204,D14,V14,2026-08-05,32,15.46,31.6,65.5,2.3,18.381021067499788,63.2,5,7,3.75,21.06451612903226,0,0,32,6.25,1,0,0,0,0,0,0,1,53.125,1.044217722133096,0.07562666389774787,5.759290414058026
T00205,D14,V14,2026-08-05,20,13.49,21.0,44.1,0.0,12.969498630897114,44.1,2,1,1.5,14.168421052631578,1,1,19,0.0,1,0,0,0,0,1,0,0,5.0,1.03354601583403,0.07323561941542725,6.576130205387486
T00206,D14,V14,2026-07-31,43,18.53,22.0,60.3,1.4,13.942903663484651,58.9,5,5,2.3255813953488373,16.60238095238095,0,0,43,2.3255813953488373,1,1,1,0,0,0,0,1,16.27906976744186,1.027490374901256,0.06256325710580955,5.132396519746116
T00207,D14,V14,2026-07-31,45,13.04,30.9,61.2,3.6,14.368655209352493,57.6,7,4,2.4444444444444446,17.00227272727273,0,0,45,2.2222222222222223,1,0,0,0,0,1,0,1,31.11111111111111,1.0099554602125538,0.042888220836842704,4.840613814452241
T00208,D14,V14,2026-07-31,44,14.23,19.0,44.8,0.0,12.883037629471081,44.8,3,3,1.3636363636363635,15.746511627906978,3,3,41,0.0,0,0,0,0,0,0,0,0,9.090909090909092,1.0155516383780074,0.0516453178185219,3.431993829261272
T00209,D14,V14,2026-08-05,23,6.0,33.0,62.6,2.6,14.839065523564756,60.0,2,3,2.173913043478261,16.599999999999998,0,0,23,0.0,1,0,0,0,0,1,0,0,43.47826086956522,1.0343148224312892,0.06201741187888024,5.995166950488779
T00210,D14,V14,2026-07-31,15,8.02,25.0,55.3,0.0,16.272764274789246,55.3,3,3,4.0,20.807142857142857,1,1,14,0.0,0,0,0,0,0,0,0,0,26.666666666666668,1.0151052657086137,0.047964639475100455,3.092824562034053
T00211,D15,V15,2026-08-04,15,5.9,24.7,48.7,1.2,14.347068723344883,47.5,1,4,3.3333333333333335,21.614285714285717,0,0,15,0.0,1,1,1,0,0,0,0,0,20.0,1.0015621266265347,0.049855217243819104,5.937374330578957
T00212,D15,V15,2026-08-03,25,13.7,17.4,30.9,0.4,8.203938078752179,30.5,0,0,0.0,9.1375,0,0,25,0.0,1,0,0,0,0,1,0,0,0.0,1.0138931748962807,0.04907636373911695,5.616803580984042
T00213,D15,V15,2026-08-03,32,27.34,29.7,52.5,2.0,12.244692316238694,50.5,3,3,1.875,13.406451612903227,0,0,32,0.0,1,0,0,0,0,1,0,0,28.125,1.0338115471909874,0.10405750839063013,5.318775467602673
T00214,D15,V15,2026-08-05,42,29.08,21.1,42.9,2.1,9.614019295544333,40.8,0,1,0.23809523809523808,8.629268292682926,0,0,42,0.0,1,0,0,0,0,1,0,0,2.380952380952381,1.0083358718369373,0.04844366147151017,5.3654653962152805
T00215,D15,V15,2026-08-05,22,15.83,24.8,42.4,0.5,9.801622138033913,41.9,0,0,0.0,9.961904761904762,0,0,22,0.0,1,0,0,0,0,1,0,0,4.545454545454546,1.0294746289015249,0.14991565022935316,4.097826296022339
T00216,D15,V15,2026-08-05,45,15.39,26.1,46.9,2.7,10.71242175224537,44.199999999999996,1,3,0.8888888888888888,11.825000000000001,0,0,45,0.0,1,0,0,0,0,1,0,0,15.555555555555555,1.0312756086676844,0.1506685746868516,5.430148161521714
